release_year,title,genres,nominated,budget_ranges,revenue_ranges,runtime_ranges,budget,revenue,runtime,winner
2006,All the King's Men,Drama,1,High,Medium,High,55000000,9450897,125,1
1949,Sands of Iwo Jima,Action,1,Low,Medium,Medium,1000000,7800000,100,0
2006,All the King's Men,Drama,1,High,Medium,High,55000000,9450897,125,0
2006,All the King's Men,Drama,1,High,Medium,High,55000000,9450897,125,1
1949,She Wore a Yellow Ribbon,Western,1,Low,Low,Medium,1600000,5400000,103,1
2006,All the King's Men,Drama,1,High,Medium,High,55000000,9450897,125,0
2006,All the King's Men,Drama,1,High,Medium,High,55000000,9450897,125,0
1949,Sands of Iwo Jima,Action,1,Low,Medium,Medium,1000000,7800000,100,0
2006,All the King's Men,Drama,1,High,Medium,High,55000000,9450897,125,1
1949,Sands of Iwo Jima,Action,1,Low,Medium,Medium,1000000,7800000,100,0
1949,Sands of Iwo Jima,Action,1,Low,Medium,Medium,1000000,7800000,100,0
2006,All the King's Men,Drama,1,High,Medium,High,55000000,9450897,125,0
1996,Broken Arrow,Action,1,High,High,Medium,50000000,150270147,108,0
1950,Annie Get Your Gun,Action,1,Low,Medium,Medium,3768785,8000000,107,0
1949,Samson and Delilah,Drama,1,Low,Medium,High,3000000,11500000,128,1
1950,Annie Get Your Gun,Action,1,Low,Medium,Medium,3768785,8000000,107,0
1996,Broken Arrow,Action,1,High,High,Medium,50000000,150270147,108,0
1985,King Solomon's Mines,Action,1,Medium,Low,Medium,12500000,238227,100,1
1949,Samson and Delilah,Drama,1,Low,Medium,High,3000000,11500000,128,0
1949,Samson and Delilah,Drama,1,Low,Medium,High,3000000,11500000,128,1
1950,Annie Get Your Gun,Action,1,Low,Medium,Medium,3768785,8000000,107,0
1985,King Solomon's Mines,Action,1,Medium,Low,Medium,12500000,238227,100,1
1949,Samson and Delilah,Drama,1,Low,Medium,High,3000000,11500000,128,0
1950,Annie Get Your Gun,Action,1,Low,Medium,Medium,3768785,8000000,107,1
2015,Cinderella,Romance,1,High,High,Medium,95000000,543514353,105,0
1950,Cinderella,Family,1,Low,High,Low,2900000,263591415,74,0
2015,Cinderella,Romance,1,High,High,Medium,95000000,543514353,105,0
1950,Cinderella,Family,1,Low,High,Low,2900000,263591415,74,0
1950,Wabash Avenue,Music,1,Low,Low,Low,2115000,2039000,92,0
1985,King Solomon's Mines,Action,1,Medium,Low,Medium,12500000,238227,100,0
2015,Cinderella,Romance,1,High,High,Medium,95000000,543514353,105,0
1950,Cinderella,Family,1,Low,High,Low,2900000,263591415,74,0
1949,Samson and Delilah,Drama,1,Low,Medium,High,3000000,11500000,128,0
1996,Broken Arrow,Action,1,High,High,Medium,50000000,150270147,108,0
1987,No Way Out,Action,1,Medium,Medium,Medium,15000000,35509515,114,0
1951,The African Queen,Adventure,1,Low,Medium,Medium,1300000,10750000,105,1
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,0
1951,Quo Vadis,Drama,1,Medium,Medium,High,8250000,30000000,171,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,1
1951,Quo Vadis,Drama,1,Medium,Medium,High,8250000,30000000,171,0
1951,The African Queen,Adventure,1,Low,Medium,Medium,1300000,10750000,105,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,1
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,1
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,1
1951,An American in Paris,Drama,1,Low,Low,Medium,2723903,4500000,113,1
1951,Quo Vadis,Drama,1,Medium,Medium,High,8250000,30000000,171,0
1951,Strangers on a Train,Crime,1,Low,Low,Medium,1200000,7000000,101,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,0
1951,An American in Paris,Drama,1,Low,Low,Medium,2723903,4500000,113,1
1951,Quo Vadis,Drama,1,Medium,Medium,High,8250000,30000000,171,0
1951,Show Boat,Music,1,Low,Medium,Medium,2300000,11000000,107,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,0
1951,An American in Paris,Drama,1,Low,Low,Medium,2723903,4500000,113,1
1951,Quo Vadis,Drama,1,Medium,Medium,High,8250000,30000000,171,0
1951,The African Queen,Adventure,1,Low,Medium,Medium,1300000,10750000,105,0
1951,An American in Paris,Drama,1,Low,Low,Medium,2723903,4500000,113,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,0
1951,An American in Paris,Drama,1,Low,Low,Medium,2723903,4500000,113,0
1951,Quo Vadis,Drama,1,Medium,Medium,High,8250000,30000000,171,0
1951,Quo Vadis,Drama,1,Medium,Medium,High,8250000,30000000,171,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,0
2010,Alice in Wonderland,Family,1,High,High,Medium,200000000,1025491110,108,0
1951,Alice in Wonderland,Animation,1,Low,High,Low,3000000,572000000,75,0
1951,An American in Paris,Drama,1,Low,Low,Medium,2723903,4500000,113,1
1951,Show Boat,Music,1,Low,Medium,Medium,2300000,11000000,107,0
1951,An American in Paris,Drama,1,Low,Low,Medium,2723903,4500000,113,1
1951,Quo Vadis,Drama,1,Medium,Medium,High,8250000,30000000,171,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,0
1951,The African Queen,Adventure,1,Low,Medium,Medium,1300000,10750000,105,0
1951,A Streetcar Named Desire,Drama,1,Low,Medium,High,1800000,8000000,125,0
1951,An American in Paris,Drama,1,Low,Low,Medium,2723903,4500000,113,1
1952,High Noon,Western,1,Low,Medium,Low,730000,8000000,85,1
2002,The Star,War,0,Low,Low,Medium,1300000,809000,97,0
1952,Singin' in the Rain,Comedy,1,Low,Medium,Medium,2540800,7200000,103,0
2013,Carrie,Drama,1,Medium,Medium,Medium,30000000,82394288,100,0
1976,Carrie,Horror,1,Low,Medium,Medium,1800000,33800000,98,0
1950,Rashomon,Crime,0,Low,Low,Low,250000,96568,88,0
1925,The Merry Widow,Romance,1,Low,Low,High,592,1,137,0
2013,Carrie,Drama,1,Medium,Medium,Medium,30000000,82394288,100,0
1976,Carrie,Horror,1,Low,Medium,Medium,1800000,33800000,98,0
1952,The Greatest Show on Earth,Action,1,Low,Medium,High,4000000,36000000,152,0
1925,The Merry Widow,Romance,1,Low,Low,High,592,1,137,0
1952,The Greatest Show on Earth,Action,1,Low,Medium,High,4000000,36000000,152,0
1952,High Noon,Western,1,Low,Medium,Low,730000,8000000,85,0
1952,The Greatest Show on Earth,Action,1,Low,Medium,High,4000000,36000000,152,0
1952,High Noon,Western,1,Low,Medium,Low,730000,8000000,85,1
1952,High Noon,Western,1,Low,Medium,Low,730000,8000000,85,1
1952,Singin' in the Rain,Comedy,1,Low,Medium,Medium,2540800,7200000,103,0
1952,High Noon,Western,1,Low,Medium,Low,730000,8000000,85,1
1952,The Greatest Show on Earth,Action,1,Low,Medium,High,4000000,36000000,152,1
1952,High Noon,Western,1,Low,Medium,Low,730000,8000000,85,0
1952,The Greatest Show on Earth,Action,1,Low,Medium,High,4000000,36000000,152,1
1952,High Noon,Western,1,Low,Medium,Low,730000,8000000,85,0
1953,The Robe,Drama,1,Low,Medium,High,4100000,36000000,135,0
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,0
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,0
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,0
1953,Shane,Drama,1,Low,Medium,Medium,3100000,20000000,118,0
1953,Shane,Drama,1,Low,Medium,Medium,3100000,20000000,118,0
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,1
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,1
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,0
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,1
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,0
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,0
1953,The Robe,Drama,1,Low,Medium,High,4100000,36000000,135,1
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,1
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,0
1953,The Robe,Drama,1,Low,Medium,High,4100000,36000000,135,0
1953,Shane,Drama,1,Low,Medium,Medium,3100000,20000000,118,1
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,0
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,1
1953,The Robe,Drama,1,Low,Medium,High,4100000,36000000,135,1
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,1
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,0
1953,Shane,Drama,1,Low,Medium,Medium,3100000,20000000,118,0
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,1
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,0
1953,The War of the Worlds,Horror,1,Low,Low,Low,2000000,2000000,85,0
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,0
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,1
1953,The Robe,Drama,1,Low,Medium,High,4100000,36000000,135,0
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,0
1953,Shane,Drama,1,Low,Medium,Medium,3100000,20000000,118,0
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,1
1953,The War of the Worlds,Horror,1,Low,Low,Low,2000000,2000000,85,0
1953,The War of the Worlds,Horror,1,Low,Low,Low,2000000,2000000,85,1
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,1
1953,From Here to Eternity,War,1,Low,Medium,Medium,1650000,30500000,118,1
1953,Roman Holiday,Comedy,1,Low,Medium,Medium,1500000,12000000,119,0
1953,Shane,Drama,1,Low,Medium,Medium,3100000,20000000,118,0
1953,Titanic,Drama,1,Low,Low,Medium,1805000,4905000,98,1
1997,Titanic,Drama,1,High,High,High,200000000,1845034188,194,1
1954,The Caine Mutiny,Drama,1,Low,Medium,High,2000000,21750000,124,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,1
1976,A Star Is Born,Drama,1,Medium,High,High,6000000,161000000,139,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,0
1954,The Caine Mutiny,Drama,1,Low,Medium,High,2000000,21750000,124,0
1976,A Star Is Born,Drama,1,Medium,High,High,6000000,161000000,139,0
1954,Sabrina,Comedy,1,Low,Medium,Medium,2238813,10000000,113,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,1
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,1
1954,Sabrina,Comedy,1,Low,Medium,Medium,2238813,10000000,113,0
1976,A Star Is Born,Drama,1,Medium,High,High,6000000,161000000,139,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,1
1954,Sabrina,Comedy,1,Low,Medium,Medium,2238813,10000000,113,0
1954,The Egyptian,History,1,Low,Medium,High,5000000,15000000,139,0
1954,Rear Window,Drama,1,Low,Medium,Medium,1000000,36764313,112,0
1954,The Silver Chalice,Drama,1,Low,Low,High,4500000,3200000,142,0
1954,Sabrina,Comedy,1,Low,Medium,Medium,2238813,10000000,113,1
1976,A Star Is Born,Drama,1,Medium,High,High,6000000,161000000,139,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,1
1954,Rear Window,Drama,1,Low,Medium,Medium,1000000,36764313,112,0
1954,Sabrina,Comedy,1,Low,Medium,Medium,2238813,10000000,113,0
1954,The Caine Mutiny,Drama,1,Low,Medium,High,2000000,21750000,124,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,1
1954,The Caine Mutiny,Drama,1,Low,Medium,High,2000000,21750000,124,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,0
1954,The Silver Chalice,Drama,1,Low,Low,High,4500000,3200000,142,0
1976,A Star Is Born,Drama,1,Medium,High,High,6000000,161000000,139,0
1976,A Star Is Born,Drama,1,Medium,High,High,6000000,161000000,139,0
1954,The Caine Mutiny,Drama,1,Low,Medium,High,2000000,21750000,124,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,1
1954,The Caine Mutiny,Drama,1,Low,Medium,High,2000000,21750000,124,0
1954,Rear Window,Drama,1,Low,Medium,Medium,1000000,36764313,112,0
1954,The Caine Mutiny,Drama,1,Low,Medium,High,2000000,21750000,124,0
1954,Rear Window,Drama,1,Low,Medium,Medium,1000000,36764313,112,0
1954,Sabrina,Comedy,1,Low,Medium,Medium,2238813,10000000,113,0
1954,On the Waterfront,Crime,1,Low,Medium,Medium,910000,9600000,108,1
1955,Marty,Drama,1,Low,Low,Low,343000,3000000,90,1
1955,East of Eden,Drama,1,Low,Low,Medium,1,5,115,0
1955,Bad Day at Black Rock,Crime,1,Low,Low,Low,1271000,3788000,81,0
1955,Marty,Drama,1,Low,Low,Low,343000,3000000,90,0
1955,Marty,Drama,1,Low,Low,Low,343000,3000000,90,0
1955,East of Eden,Drama,1,Low,Low,Medium,1,5,115,1
1955,Marty,Drama,1,Low,Low,Low,343000,3000000,90,0
1955,To Catch a Thief,Crime,1,Low,Medium,Medium,2500000,8750000,106,0
1955,Marty,Drama,1,Low,Low,Low,343000,3000000,90,0
1955,To Catch a Thief,Crime,1,Low,Medium,Medium,2500000,8750000,106,1
1955,To Catch a Thief,Crime,1,Low,Medium,Medium,2500000,8750000,106,0
1955,Bad Day at Black Rock,Crime,1,Low,Low,Low,1271000,3788000,81,0
1955,East of Eden,Drama,1,Low,Low,Medium,1,5,115,0
1955,Marty,Drama,1,Low,Low,Low,343000,3000000,90,1
1986,Heartbreak Ridge,Action,1,Medium,Medium,High,15000000,42724017,130,0
1955,Marty,Drama,1,Low,Low,Low,343000,3000000,90,1
1955,Bad Day at Black Rock,Crime,1,Low,Low,Low,1271000,3788000,81,0
1955,East of Eden,Drama,1,Low,Low,Medium,1,5,115,0
1955,Marty,Drama,1,Low,Low,Low,343000,3000000,90,1
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,1
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,1
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
1997,Anastasia,Animation,1,High,High,Low,53000000,139804348,94,1
1997,The Rainmaker,Drama,1,Medium,Medium,High,40000000,45916769,135,0
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,0
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,0
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
2016,The Magnificent Seven,Adventure,1,High,High,High,90000000,162360636,132,0
1960,The Magnificent Seven,Western,1,Low,Low,High,2000000,4905000,128,0
1956,Somebody Up There Likes Me,Drama,1,Low,Low,Medium,1920000,3360000,113,1
2004,Around the World in 80 Days,Action,1,High,Medium,Medium,110000000,72178895,120,0
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,1
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,1
1956,The Ten Commandments,Drama,1,Medium,High,High,13000000,122700000,220,0
1956,Somebody Up There Likes Me,Drama,1,Low,Low,Medium,1920000,3360000,113,1
2004,Around the World in 80 Days,Action,1,High,Medium,Medium,110000000,72178895,120,1
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,0
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,0
1956,The Ten Commandments,Drama,1,Medium,High,High,13000000,122700000,220,0
1956,War and Peace,Drama,1,Medium,Medium,High,6000000,12500000,208,0
2016,The Magnificent Seven,Adventure,1,High,High,High,90000000,162360636,132,0
1960,The Magnificent Seven,Western,1,Low,Low,High,2000000,4905000,128,0
2004,Around the World in 80 Days,Action,1,High,Medium,Medium,110000000,72178895,120,0
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,1
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,1
1956,The Ten Commandments,Drama,1,Medium,High,High,13000000,122700000,220,0
1956,War and Peace,Drama,1,Medium,Medium,High,6000000,12500000,208,0
2004,Around the World in 80 Days,Action,1,High,Medium,Medium,110000000,72178895,120,0
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,1
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,0
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,0
1956,War and Peace,Drama,1,Medium,Medium,High,6000000,12500000,208,0
1990,Home Alone,Comedy,1,Medium,High,Medium,18000000,476684675,103,0
2004,Around the World in 80 Days,Action,1,High,Medium,Medium,110000000,72178895,120,1
2007,The Brave One,Crime,1,High,Medium,High,70000000,69766619,122,0
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
1956,Somebody Up There Likes Me,Drama,1,Low,Low,Medium,1920000,3360000,113,0
1956,The Ten Commandments,Drama,1,Medium,High,High,13000000,122700000,220,0
1997,Anastasia,Animation,1,High,High,Low,53000000,139804348,94,0
2004,Around the World in 80 Days,Action,1,High,Medium,Medium,110000000,72178895,120,1
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
1997,The Rainmaker,Drama,1,Medium,Medium,High,40000000,45916769,135,0
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,1
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,1
1956,The Man Who Knew Too Much,Adventure,1,Low,Medium,Medium,2500000,10250000,120,1
2004,Around the World in 80 Days,Action,1,High,Medium,Medium,110000000,72178895,120,1
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,0
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,0
1956,The Ten Commandments,Drama,1,Medium,High,High,13000000,122700000,220,0
2007,The Brave One,Crime,1,High,Medium,High,70000000,69766619,122,0
1956,The King and I,Drama,1,Low,Medium,High,4550000,21300000,133,1
1999,The King and I,Animation,1,Medium,Medium,Low,25000000,12000000,87,1
1956,The Ten Commandments,Drama,1,Medium,High,High,13000000,122700000,220,0
1956,Forbidden Planet,Adventure,1,Low,Low,Medium,1900000,3250000,98,0
1956,The Ten Commandments,Drama,1,Medium,High,High,13000000,122700000,220,1
2007,The Brave One,Crime,1,High,Medium,High,70000000,69766619,122,1
2004,Around the World in 80 Days,Action,1,High,Medium,Medium,110000000,72178895,120,1
1956,Giant,Action,1,Medium,Medium,High,5400000,35000000,201,0
2012,Lincoln,History,1,High,High,High,65000000,275293450,149,0
1957,The Bridge on the River Kwai,Drama,1,Low,Medium,High,3000000,27200000,161,1
1957,Witness for the Prosecution,Drama,1,Low,Medium,Medium,3000000,9000000,116,0
1932,A Farewell to Arms,Drama,1,Low,Low,Low,4,25,89,0
1932,A Farewell to Arms,Drama,1,Low,Low,Low,4,25,89,0
1957,The Bridge on the River Kwai,Drama,1,Low,Medium,High,3000000,27200000,161,0
1957,Witness for the Prosecution,Drama,1,Low,Medium,Medium,3000000,9000000,116,0
1957,The Bridge on the River Kwai,Drama,1,Low,Medium,High,3000000,27200000,161,1
1957,The Bridge on the River Kwai,Drama,1,Low,Medium,High,3000000,27200000,161,1
1957,12 Angry Men,Drama,1,Low,Low,Medium,350000,1000000,96,0
1957,Witness for the Prosecution,Drama,1,Low,Medium,Medium,3000000,9000000,116,0
1957,The Bridge on the River Kwai,Drama,1,Low,Medium,High,3000000,27200000,161,1
1957,Witness for the Prosecution,Drama,1,Low,Medium,Medium,3000000,9000000,116,0
2016,Nine Lives,Fantasy,1,Medium,Medium,Low,30000000,57814445,87,0
1957,The Bridge on the River Kwai,Drama,1,Low,Medium,High,3000000,27200000,161,1
1957,The Bridge on the River Kwai,Drama,1,Low,Medium,High,3000000,27200000,161,1
1957,12 Angry Men,Drama,1,Low,Low,Medium,350000,1000000,96,0
1957,Witness for the Prosecution,Drama,1,Low,Medium,Medium,3000000,9000000,116,0
1957,Witness for the Prosecution,Drama,1,Low,Medium,Medium,3000000,9000000,116,0
1957,The Bridge on the River Kwai,Drama,1,Low,Medium,High,3000000,27200000,161,1
1957,12 Angry Men,Drama,1,Low,Low,Medium,350000,1000000,96,0
1958,Cat on a Hot Tin Roof,Drama,1,Low,Medium,Medium,3000000,17570324,108,0
1958,Cat on a Hot Tin Roof,Drama,1,Low,Medium,Medium,3000000,17570324,108,0
1958,Vertigo,Mystery,1,Low,Medium,High,2479000,28000000,128,0
1958,Cat on a Hot Tin Roof,Drama,1,Low,Medium,Medium,3000000,17570324,108,0
1958,South Pacific,Music,1,Medium,Medium,High,6000000,36800000,157,0
1958,Cat on a Hot Tin Roof,Drama,1,Low,Medium,Medium,3000000,17570324,108,0
1958,South Pacific,Music,1,Medium,Medium,High,6000000,36800000,157,0
1958,Cat on a Hot Tin Roof,Drama,1,Low,Medium,Medium,3000000,17570324,108,0
1958,South Pacific,Music,1,Medium,Medium,High,6000000,36800000,157,1
1958,Vertigo,Mystery,1,Low,Medium,High,2479000,28000000,128,0
1958,Cat on a Hot Tin Roof,Drama,1,Low,Medium,Medium,3000000,17570324,108,0
2016,Ben-Hur,Adventure,1,High,Medium,High,100000000,94061311,125,1
1959,Ben-Hur,Action,1,Medium,High,High,15000000,146900000,212,1
1959,Some Like It Hot,Comedy,1,Low,Medium,High,2883848,25000000,122,0
2016,Ben-Hur,Adventure,1,High,Medium,High,100000000,94061311,125,1
1959,Ben-Hur,Action,1,Medium,High,High,15000000,146900000,212,1
1959,The Nun's Story,Drama,1,Low,Medium,High,3500000,12800000,149,0
1959,Some Like It Hot,Comedy,1,Low,Medium,High,2883848,25000000,122,0
2016,Ben-Hur,Adventure,1,High,Medium,High,100000000,94061311,125,1
1959,Ben-Hur,Action,1,Medium,High,High,15000000,146900000,212,1
2008,Journey to the Center of the Earth,Action,1,High,High,Low,45000000,101702060,93,0
1959,North by Northwest,Mystery,1,Low,Medium,High,4000000,13275000,136,0
