budget,original_title,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,winner,genres
40000000,Kiss of Death,7.797512,4/21/1995,0,101,Released,Kiss of Death,5.7,83,FALSE,Action
11000000,Star Wars,42.149697,5/25/1977,775398007,121,Released,Star Wars,8.1,6778,FALSE,Adventure
18000000,Little Women,9.774994,12/21/1994,0,115,Released,Little Women,7,222,FALSE,Drama
17000000,A Little Princess,7.731725,5/10/1995,0,97,Released,A Little Princess,7.4,207,FALSE,Drama
0,Ladybird Ladybird,0.84508,2/18/1994,0,101,Released,Ladybird Ladybird,7.4,14,#N/A,Drama
10000000,L'Enfer,1.948315,2/16/1994,0,100,Released,L'Enfer,6.6,22,#N/A,Crime
2000000,Como agua para chocolate,4.126083,4/16/1992,21665468,105,Released,Like Water for Chocolate,6.6,70,#N/A,Drama
30000000,Legends of the Fall,12.199047,12/16/1994,160638883,133,Released,Legends of the Fall,7.2,636,FALSE,Adventure
0,Major Payne,9.253362,3/24/1995,0,95,Released,Major Payne,6.1,164,#N/A,Adventure
0,Little Odessa,1.861292,10/27/1994,0,98,Released,Little Odessa,6.4,31,#N/A,Action
0,Mi Vida Loca,1.788829,6/8/1994,0,92,Released,Mi Vida Loca,5.7,9,#N/A,Crime
60000000,Love Affair,3.290192,10/21/1994,0,108,Released,Love Affair,4.3,11,FALSE,Drama
17000000,Losing Isaiah,7.698526,3/17/1995,7603766,106,Released,Losing Isaiah,6.4,28,#N/A,Drama
0,The Madness of King George,4.81307,12/28/1994,0,107,Released,The Madness of King George,6.7,67,FALSE,Comedy
45000000,Frankenstein,14.287753,11/4/1994,112006296,123,Released,Mary Shelley's Frankenstein,6.1,272,#N/A,Drama
0,Man of the House,2.558118,3/3/1995,0,96,Released,Man of the House,5.1,40,#N/A,Action
15000000,Mixed Nuts,2.899608,12/21/1994,0,97,Released,Mixed Nuts,5.2,37,#N/A,Comedy
0,Milk Money,3.770115,8/31/1994,18137661,108,Released,Milk Money,5.6,49,#N/A,Comedy
0,Miracle on 34th Street,5.831622,11/18/1994,46264384,114,Released,Miracle on 34th Street,6.4,199,TRUE,Fantasy
6,Miami Rhapsody,1.137266,1/27/1995,5,95,Released,Miami Rhapsody,5.6,7,#N/A,Comedy
5500000,My Family,3.121288,5/3/1995,0,128,Released,My Family,7,11,#N/A,Comedy
0,Murder in the First,9.518564,1/20/1995,17381942,122,Released,Murder in the First,6.9,140,#N/A,Crime
0,Nobody's Fool,2.891269,12/23/1994,0,110,Released,Nobody's Fool,7,56,FALSE,Drama
31000000,Nell,5.930957,12/23/1994,106683817,112,Released,Nell,6.1,128,FALSE,Drama
0,New Jersey Drive,0.629955,4/19/1995,0,98,Released,New Jersey Drive,6.9,7,#N/A,Crime
0,New York Cop,0.004537,8/14/1993,0,93,Released,New York Cop,0,0,#N/A,Action
4800000,Beyond Bedlam,0.426952,4/22/1994,0,89,Released,Beyond Bedlam,4,4,#N/A,Horror
0,Nemesis 2 - Nebula,1.466491,9/26/1995,0,83,Released,Nemesis 2 - Nebula,4.6,10,#N/A,Science Fiction
0,Nina Takes a Lover,0.769522,3/3/1995,0,100,Released,Nina Takes a Lover,7.4,4,#N/A,Drama
34000000,Natural Born Killers,11.226856,8/25/1994,50282766,119,Released,Natural Born Killers,6.9,927,#N/A,Crime
0,Only You,4.936761,9/17/1994,0,115,Released,Only You,6.4,92,#N/A,Comedy
0,Once Were Warriors,4.025276,9/2/1994,2201126,99,Released,Once Were Warriors,7.6,106,#N/A,Drama
0,Poison Ivy II: Lily,6.448039,1/16/1996,0,106,Released,Poison Ivy II: Lily,4.6,32,#N/A,Drama
50000000,Outbreak,13.676444,3/10/1995,189859560,127,Released,Outbreak,6.4,522,#N/A,Action
16000000,Léon,20.477329,9/14/1994,45284974,110,Released,Leon: The Professional,8.2,4293,#N/A,Thriller
11000000,The Perez Family,1.433544,5/12/1995,2832826,113,Released,The Perez Family,6.6,9,#N/A,Comedy
0,A Pyromaniac's Love Story,0.463307,4/28/1995,0,94,Released,A Pyromaniac's Love Story,7,2,#N/A,Comedy
8000000,Pulp Fiction,140.950236,9/10/1994,213928762,154,Released,Pulp Fiction,8.3,8670,FALSE,Thriller
0,Panther,7.160149,11/10/1995,6834525,124,Released,Panther,6.4,6,#N/A,Drama
400000,Pushing Hands,1.638622,2/1/1992,152322,105,Released,Pushing Hands,6.1,9,#N/A,Comedy
0,Priest,1.881932,1/1/1994,4176932,98,Released,Priest,6.4,32,#N/A,Drama
0,Quiz Show,7.772505,9/16/1994,0,133,Released,Quiz Show,7.1,262,FALSE,History
0,Picture Bride,1.296912,5/5/1995,0,94,Released,Picture Bride,7.4,5,#N/A,Drama
0,La Reine Margot,4.405405,5/13/1994,0,162,Released,Queen Margot,7,67,#N/A,Drama
32000000,The Quick and the Dead,7.54701,2/9/1995,18552460,107,Released,The Quick and the Dead,6.2,431,#N/A,Action
22000000,Roommates,3.395867,3/1/1995,12400000,108,Released,Roommates,6.4,7,FALSE,Drama
15000000,Prêt-à-Porter,6.259433,12/23/1994,11300653,133,Released,Prêt-à-Porter,5.3,33,#N/A,Drama
0,Trois couleurs : Rouge,7.832755,5/27/1994,0,99,Released,Three Colors: Red,7.8,246,#N/A,Drama
0,Trois couleurs : Bleu,8.843517,1/10/1993,0,98,Released,Three Colors: Blue,7.7,311,#N/A,Drama
0,Trois couleurs : Blanc,6.5898,1/26/1994,0,91,Released,Three Colors: White,7.3,218,#N/A,Comedy
0,Pao Da Shuang Deng,0.078257,10/14/1994,0,111,Released,"Red Firecracker, Green Firecracker",7,2,#N/A,Drama
0,Rent-a-Kid,1.155255,1/1/1995,0,85,Released,Rent-a-Kid,5.1,15,#N/A,Comedy
0,Relative Fear,0.499601,10/3/1995,0,90,Released,Relative Fear,4.7,3,#N/A,Horror
0,Stuart Saves His Family,1.390885,4/12/1995,0,95,Released,Stuart Saves His Family,5,6,#N/A,Comedy
35000000,The Swan Princess,8.910462,11/18/1994,9771658,89,Released,The Swan Princess,6.5,251,#N/A,Animation
0,The Secret of Roan Inish,1.750481,1/1/1994,0,97,Released,The Secret of Roan Inish,6.1,15,#N/A,Drama
45000000,The Specialist,10.388183,10/7/1994,170362582,110,Released,The Specialist,5.5,317,#N/A,Action
55000000,Stargate,13.328924,10/27/1994,196567262,121,Released,Stargate,6.8,942,#N/A,Action
22000000,The Santa Clause,9.665424,11/10/1994,189833357,97,Released,The Santa Clause,6.3,501,#N/A,Fantasy
25000000,The Shawshank Redemption,51.645403,9/23/1994,28341469,142,Released,The Shawshank Redemption,8.5,8358,FALSE,Drama
0,Shallow Grave,8.223026,12/22/1994,0,92,Released,Shallow Grave,7,247,#N/A,Crime
0,Suture,1.298224,9/14/1993,102780,96,Released,Suture,6,7,#N/A,Drama
0,Fresa y chocolate,1.777197,1/1/1993,0,108,Released,Strawberry and Chocolate,7.1,16,#N/A,Comedy
0,Swimming with Sharks,5.869261,9/10/1994,0,101,Released,Swimming with Sharks,6.7,104,#N/A,Crime
32,The Sum of Us,1.407427,7/12/1994,0,100,Released,The Sum of Us,6,21,#N/A,Comedy
0,Senior Trip,5.05806,9/8/1995,0,91,Released,Senior Trip,5.7,23,#N/A,Comedy
0,活着,5.260627,6/30/1994,0,125,Released,To Live,7.7,62,#N/A,Drama
25000000,Tank Girl,7.602087,3/31/1995,4064495,98,Released,Tank Girl,5.5,140,#N/A,Action
0,Tales from the Crypt: Demon Knight,9.455342,1/13/1995,0,92,Released,Tales from the Crypt: Demon Knight,6.7,96,#N/A,Horror
38000000,Star Trek: Generations,8.105708,11/17/1994,120000000,118,Released,Star Trek: Generations,6.4,461,#N/A,Science Fiction
6000000,Tales from the Hood,2.86007,5/24/1995,12000000,98,Released,Tales from the Hood,5.4,33,#N/A,Crime
0,Tom & Viv,0.704204,4/15/1994,0,115,Released,Tom & Viv,5.8,8,FALSE,Drama
0,Village of the Damned,6.529879,4/28/1995,0,99,Released,Village of the Damned,5.6,165,#N/A,Thriller
0,Tommy Boy,11.971318,3/31/1995,32648673,97,Released,Tommy Boy,6.8,321,#N/A,Comedy
0,Vanya on 42nd Street,7.039846,9/13/1994,0,119,Released,Vanya on 42nd Street,6.1,15,#N/A,Drama
6500000,The Underneath,2.059771,4/28/1995,0,99,Released,The Underneath,5.6,15,#N/A,Thriller
0,The Walking Dead,0.620873,2/24/1995,0,88,Released,The Walking Dead,6.6,4,#N/A,Drama
11000000,What's Eating Gilbert Grape,10.3919,12/17/1993,10032765,118,Released,What's Eating Gilbert Grape,7.5,943,FALSE,Romance
30000000,Virtuosity,5.188399,8/4/1995,24048000,106,Released,Virtuosity,5.4,163,#N/A,Action
17000000,While You Were Sleeping,15.783615,4/21/1995,182057016,103,Released,While You Were Sleeping,6.5,340,#N/A,Comedy
0,The War,3.908596,11/4/1994,0,126,Released,The War,6.3,39,#N/A,Drama
0,Double Happiness,0.372239,9/7/1994,759393,87,Released,Double Happiness,5.5,2,#N/A,Comedy
3000000,Muriel's Wedding,5.254847,9/29/1994,15119639,106,Released,Muriel's Wedding,6.9,104,#N/A,Drama
0,The Baby-Sitters Club,2.15805,8/18/1995,0,94,Released,The Baby-Sitters Club,5.3,23,#N/A,Comedy
15000000,Ace Ventura: Pet Detective,11.247957,2/4/1994,107217396,86,Released,Ace Ventura: Pet Detective,6.4,1684,#N/A,Comedy
0,"The Adventures of Priscilla, Queen of the Desert",8.328596,5/31/1994,11220670,104,Released,"The Adventures of Priscilla, Queen of the Desert",7.2,174,TRUE,Drama
0,Backbeat,2.487951,4/1/1994,0,100,Released,Backbeat,6.2,37,#N/A,Drama
5000000,Bitter Moon,11.298195,9/2/1992,1862805,139,Released,Bitter Moon,7,115,#N/A,Thriller
0,Bullets Over Broadway,5.72288,10/14/1994,0,98,Released,Bullets Over Broadway,7,130,FALSE,Action
62000000,Clear and Present Danger,7.513245,8/3/1994,215887717,141,Released,Clear and Present Danger,6.4,390,FALSE,Action
45000000,The Client,15.263829,7/20/1994,117615211,119,Released,The Client,6.4,287,FALSE,Drama
0,"Corrina, Corrina",6.924689,8/12/1994,0,115,Released,"Corrina, Corrina",6.4,83,#N/A,Comedy
0,Crooklyn,2.533022,5/13/1994,0,115,Released,Crooklyn,6.7,31,#N/A,Comedy
15000000,The Crow,15.799336,5/11/1994,94000000,102,Released,The Crow,7.3,980,#N/A,Fantasy
0,Cobb,2.583363,12/2/1994,1007583,128,Released,Cobb,6.1,29,#N/A,Drama
46000000,The Flintstones,15.019586,5/26/1994,341631208,91,Released,The Flintstones,5,559,#N/A,Fantasy
55000000,Forrest Gump,48.307194,7/6/1994,677945399,142,Released,Forrest Gump,8.2,8147,TRUE,Comedy
6000000,Four Weddings and a Funeral,8.990345,3/9/1994,254700832,117,Released,Four Weddings and a Funeral,6.6,654,FALSE,Comedy
0,Higher Learning,7.817811,1/11/1995,38290723,127,Released,Higher Learning,6.4,49,#N/A,Romance
0,I Like It Like That,0.289295,10/14/1994,1777020,104,Released,I Like It Like That,6.3,4,#N/A,Comedy
45000000,I Love Trouble,3.570874,6/29/1994,61947267,123,Released,I Love Trouble,5.3,41,#N/A,Action
0,It Could Happen to You,11.272073,7/29/1994,0,101,Released,It Could Happen to You,6.1,154,#N/A,Comedy
0,The Jungle Book,10.714235,12/23/1994,0,111,Released,The Jungle Book,5.9,107,FALSE,Adventure
0,Die Macht der Bilder: Leni Riefenstahl,0.568884,9/11/1993,449707,180,Released,"The Wonderful, Horrible Life of Leni Riefenstahl",7.3,5,#N/A,Documentary
45000000,The Lion King,21.605761,6/23/1994,788241776,89,Released,The Lion King,8,5520,TRUE,Family
35000000,Little Buddha,5.681522,12/1/1993,4858139,140,Released,Little Buddha,6,76,#N/A,Drama
14000000,New Nightmare,9.860522,10/13/1994,18090181,112,Released,New Nightmare,6.4,297,#N/A,Horror
23000000,The Mask,14.13488,7/29/1994,351583407,101,Released,The Mask,6.6,2550,FALSE,Romance
0,Maverick,15.050326,5/20/1994,0,127,Released,Maverick,6.6,490,FALSE,Action
0,Mrs. Parker and the Vicious Circle,4.739054,9/7/1994,0,125,Released,Mrs. Parker and the Vicious Circle,6.3,20,#N/A,Drama
30000000,The Naked Gun 33⅓: The Final Insult,10.587232,3/18/1994,51132598,83,Released,The Naked Gun 33⅓: The Final Insult,6.4,535,#N/A,Comedy
6000000,The Paper,4.006063,3/18/1994,0,112,Released,The Paper,6.1,40,FALSE,Comedy
11500000,Reality Bites,6.514592,2/18/1994,20079850,99,Released,Reality Bites,6.5,180,#N/A,Drama
8000000,Red Rock West,5.137903,7/8/1993,2000000,98,Released,Red Rock West,6.4,71,#N/A,Crime
40000000,Ri¢hie Ri¢h,6.595255,12/19/1994,0,95,Released,Ri¢hie Ri¢h,5.4,426,#N/A,Comedy
0,Safe Passage,4.931565,12/1/1994,0,98,Released,Safe Passage,4.9,7,#N/A,Drama
45000000,The River Wild,10.511241,9/30/1994,0,111,Released,The River Wild,6.1,214,#N/A,Action
30000000,Speed,10.859292,6/9/1994,350448145,116,Released,Speed,6.8,1814,FALSE,Action
0,Speechless,2.334226,12/16/1994,0,99,Released,Speechless,5.5,24,#N/A,Comedy
27000000,Timecop,8.907074,9/15/1994,101646581,99,Released,Timecop,5.5,288,#N/A,Thriller
115000000,True Lies,11.396099,7/14/1994,378882411,141,Released,True Lies,6.8,1138,FALSE,Action
0,When a Man Loves a Woman,4.322544,4/29/1994,50021959,126,Released,When a Man Loves a Woman,6,71,#N/A,Drama
0,Wolf,14.063845,6/17/1994,0,125,Released,Wolf,6,221,#N/A,Fantasy
63000000,Wyatt Earp,9.277147,6/24/1994,25052000,191,Released,Wyatt Earp,6.5,203,FALSE,Drama
0,Bad Company,0.912415,1/20/1995,0,108,Released,Bad Company,4.9,12,#N/A,Action
0,A Man of No Importance,0.406113,12/22/1994,953,99,Released,A Man of No Importance,6.5,2,#N/A,Comedy
0,S.F.W.,2.504529,9/15/1994,0,96,Released,S.F.W.,6.1,22,#N/A,Comedy
10000000,A Low Down Dirty Shame,3.021526,11/23/1994,29392418,100,Released,A Low Down Dirty Shame,6,31,#N/A,Action
0,"Boys Life: Three Stories of Love, Lust, and Liberation",0.054148,9/30/1994,0,91,Released,"Boys Life: Three Stories of Love, Lust, and Liberation",2,1,#N/A,Drama
0,Le colonel Chabert,0.934312,1/1/1994,0,110,Released,Colonel Chabert,5.9,9,#N/A,Drama
45000,"Faster, Pussycat! Kill! Kill!",4.220541,8/6/1965,0,83,Released,"Faster, Pussycat! Kill! Kill!",6.5,59,#N/A,Action
7000000,Jason's Lyric,0.912909,9/28/1994,20851521,119,Released,Jason's Lyric,5.9,9,#N/A,Crime
0,The Secret Adventures of Tom Thumb,0.381704,12/10/1993,0,61,Released,The Secret Adventures of Tom Thumb,7.1,8,#N/A,Animation
35000000,Street Fighter,13.58449,12/22/1994,99423521,102,Released,Street Fighter,4.1,330,#N/A,Action
0,Coldblooded,2.342756,9/15/1995,0,92,Released,Coldblooded,6.7,13,#N/A,Action
0,Desert Winds,0.251223,12/31/1997,0,97,Released,Desert Winds,0,0,#N/A,
0,Fall Time,1.108494,5/13/1995,0,88,Released,Fall Time,6.3,6,#N/A,Action
0,The Fear,0.268043,1/20/1995,0,98,Released,The Fear,3.4,7,#N/A,Horror
0,Frank and Ollie,0.142357,10/20/1995,0,89,Released,Frank and Ollie,7.5,4,#N/A,Documentary
0,Girl in the Cadillac,0.405392,10/24/1995,0,89,Released,Girl in the Cadillac,10,1,#N/A,Romance
0,Homage,0.014925,5/3/1995,0,97,Released,Homage,0,0,#N/A,Thriller
0,Mirage,0.302957,11/21/1995,0,92,Released,Mirage,4,1,#N/A,Action
0,Open Season,0.012456,5/3/1996,0,97,Released,Open Season,0,0,#N/A,Comedy
0,Dos Crímenes,0.233376,5/26/1995,0,0,Released,Dos Crímenes,5,1,#N/A,
0,Brother Minister: The Assassination of Malcolm X,0.0368,3/1/1995,0,115,Released,Brother Minister: The Assassination of Malcolm X,4,1,#N/A,Documentary
26000000,Highlander III: The Sorcerer,6.866634,11/29/1994,36800000,99,Released,Highlander: The Final Dimension,4.5,110,#N/A,Action
0,Federal Hill,0.100685,2/24/1995,0,97,Released,Federal Hill,5,2,#N/A,
8000000,In the Mouth of Madness,8.497643,12/12/1994,8946600,95,Released,In the Mouth of Madness,7.1,307,#N/A,Horror
0,8 Seconds,1.888534,2/25/1994,0,105,Released,8 Seconds,7.2,22,#N/A,Drama
0,Above the Rim,4.38154,3/23/1994,0,96,Released,Above the Rim,6.7,40,#N/A,Crime
0,Addams Family Values,17.555909,11/19/1993,48919043,94,Released,Addams Family Values,6.5,537,FALSE,Comedy
0,Martin Lawrence: You So Crazy,0.394194,4/27/1994,0,84,Released,Martin Lawrence: You So Crazy,4.5,4,#N/A,Comedy
34000000,The Age of Innocence,8.013617,9/17/1993,32255440,139,Released,The Age of Innocence,7,172,FALSE,Drama
0,Airheads,7.09232,8/5/1994,0,92,Released,Airheads,5.8,222,#N/A,Comedy
17080000,The Air Up There,1.896273,1/7/1994,21011500,107,Released,The Air Up There,5.1,42,#N/A,Comedy
0,Another Stakeout,12.967239,7/22/1993,0,105,Released,Another Stakeout,4.9,58,#N/A,Action
0,Bad Girls,14.644772,4/22/1994,15240435,99,Released,Bad Girls,4.6,61,#N/A,Action
3200000,Barcelona,1.632711,7/29/1994,0,100,Released,Barcelona,6.6,20,#N/A,Comedy
40000000,Being Human,2.783872,5/6/1994,0,122,Released,Being Human,5,15,#N/A,Drama
0,The Beverly Hillbillies,5.673735,10/15/1993,0,93,Released,The Beverly Hillbillies,5,86,#N/A,Comedy
50000000,Beverly Hills Cop III,11.787784,5/24/1994,119208989,104,Released,Beverly Hills Cop III,5.5,445,#N/A,Action
0,Black Beauty,8.398845,7/29/1994,0,88,Released,Black Beauty,6.6,68,#N/A,Action
0,Blink,3.00282,1/26/1994,16668552,106,Released,Blink,6.3,45,#N/A,Mystery
0,Blown Away,13.155071,7/1/1994,30156002,121,Released,Blown Away,6,126,#N/A,Drama
0,Blue Chips,6.131056,2/18/1994,0,108,Released,Blue Chips,5.7,41,#N/A,Drama
0,Blue Sky,4.993829,9/16/1994,0,101,Released,Blue Sky,6.1,28,TRUE,Drama
13000000,Body Snatchers,6.559693,6/9/1993,428868,87,Released,Body Snatchers,5.8,102,#N/A,Horror
0,Boxing Helena,4.304224,6/18/1993,1796389,107,Released,Boxing Helena,4.5,59,#N/A,Drama
22000000,A Bronx Tale,6.115628,9/14/1993,17287898,121,Released,A Bronx Tale,7.4,447,#N/A,Drama
0,Cabin Boy,1.679042,1/7/1994,3662459,80,Released,Cabin Boy,4.9,28,#N/A,Comedy
13000000,Calendar Girl,1.316741,9/3/1993,2570145,90,Released,Calendar Girl,3.7,10,#N/A,Drama
30000000,Carlito's Way,8.698509,11/10/1993,36516012,144,Released,Carlito's Way,7.7,805,#N/A,Action
0,City Slickers II: The Legend of Curly's Gold,8.605703,6/10/1994,0,116,Released,City Slickers II: The Legend of Curly's Gold,4.9,103,#N/A,Action
0,Clean Slate,2.724621,5/6/1994,7355425,107,Released,Clean Slate,5.7,25,#N/A,Comedy
70000000,Cliffhanger,9.830853,5/28/1993,255000211,112,Released,Cliffhanger,6.1,600,FALSE,Action
0,Coneheads,10.722729,7/23/1993,0,88,Released,Coneheads,4.8,228,#N/A,Comedy
40000000,Color of Night,14.228963,8/19/1994,19726050,121,Released,Color of Night,5.4,117,#N/A,Drama
0,Cops & Robbersons,7.042878,4/15/1994,0,93,Released,Cops & Robbersons,5,36,#N/A,Action
0,The Cowboy Way,4.286279,6/3/1994,0,102,Released,The Cowboy Way,5.1,38,#N/A,Western
0,Dangerous Game,2.70097,11/19/1993,0,108,Released,Dangerous Game,5.4,9,#N/A,Drama
0,Dave,13.696394,5/7/1993,63000000,110,Released,Dave,6.3,205,FALSE,Comedy
6900000,Dazed and Confused,6.8652,9/24/1993,7993039,102,Released,Dazed and Confused,7.4,588,#N/A,Comedy
57000000,Demolition Man,11.626116,10/8/1993,159055768,115,Released,Demolition Man,6.4,1018,#N/A,Crime
0,The Endless Summer 2,0.408159,6/3/1994,0,109,Released,The Endless Summer 2,7.1,12,#N/A,Documentary
8000000,Even Cowgirls Get the Blues,2.970724,5/13/1994,0,96,Released,Even Cowgirls Get the Blues,4.2,29,#N/A,Western
0,Fatal Instinct,3.555139,10/29/1993,0,91,Released,Fatal Instinct,5.4,37,#N/A,Comedy
0,霸王别姬,4.875827,9/16/1993,0,171,Released,Farewell My Concubine,7.8,98,#N/A,Drama
0,The Favor,1.344876,4/29/1994,0,97,Released,The Favor,3.3,6,#N/A,Drama
0,Fearless,9.284624,10/15/1993,0,122,Released,Fearless,6.8,80,FALSE,Drama
0,Fear of a Black Hat,0.985441,10/28/1994,0,88,Released,Fear of a Black Hat,5.8,11,#N/A,Comedy
0,With Honors,2.969003,4/29/1994,0,103,Released,With Honors,6.1,54,#N/A,Comedy
0,Flesh and Bone,1.896869,11/5/1993,9488998,126,Released,Flesh and Bone,6.2,22,#N/A,Drama
0,Widows' Peak,0.409427,5/13/1994,0,101,Released,Widows' Peak,4.3,3,#N/A,Comedy
30000000,For Love or Money,8.468869,10/1/1993,11146270,94,Released,For Love or Money,5.7,77,#N/A,Comedy
42000000,The Firm,9.678367,6/30/1993,270248367,154,Released,The Firm,6.6,513,FALSE,Drama
20000000,Free Willy,5.990572,7/16/1993,153698625,112,Released,Free Willy,6,429,#N/A,Family
0,Fresh,3.970215,8/24/1994,0,114,Released,Fresh,7.6,56,#N/A,Crime
44000000,The Fugitive,10.08937,8/6/1993,368875760,130,Released,The Fugitive,7.2,1240,TRUE,Adventure
35000000,Geronimo: An American Legend,4.653462,12/10/1993,18635620,115,Released,Geronimo: An American Legend,5.9,44,FALSE,History
0,The Getaway,14.214403,2/11/1994,30,115,Released,The Getaway,5.4,81,#N/A,Drama
30000000,Getting Even with Dad,2.410545,6/17/1994,0,109,Released,Getting Even with Dad,4.5,43,#N/A,Family
0,Go Fish,0.775898,6/10/1994,0,83,Released,Go Fish,3.9,5,#N/A,Drama
0,A Good Man in Africa,5.22583,7/14/1994,0,94,Released,A Good Man in Africa,5.2,11,#N/A,Comedy
0,Guilty as Sin,5.385108,6/4/1993,22886222,107,Released,Guilty as Sin,5.6,21,#N/A,Drama
18000000,Hard Target,7.834351,8/20/1993,74189677,97,Released,Hard Target,6.1,237,#N/A,Action
33000000,Heaven & Earth,4.190541,12/24/1993,0,140,Released,Heaven & Earth,6.4,51,#N/A,History
25000000,Hot Shots! Part Deux,13.482371,5/21/1993,133752825,86,Released,Hot Shots! Part Deux,6.2,463,#N/A,Action
0,Live Nude Girls,2.138959,12/8/1995,0,95,Released,Live Nude Girls,4.7,12,#N/A,Comedy
0,The Englishman Who Went Up a Hill But Came Down a Mountain,5.331753,5/12/1995,0,99,Released,The Englishman Who Went Up a Hill But Came Down a Mountain,6.1,83,#N/A,Drama
25000000,The House of the Spirits,10.687795,10/19/1993,0,140,Released,The House of the Spirits,6.7,135,#N/A,Romance
0,House Party 3,0.996047,1/1/1994,0,100,Released,House Party 3,4.6,11,#N/A,Comedy
30000000,The Hudsucker Proxy,7.550545,3/11/1994,0,111,Released,The Hudsucker Proxy,7.1,280,#N/A,Comedy
40000000,I'll Do Anything,1.742974,2/4/1994,0,115,Released,I'll Do Anything,5.7,18,#N/A,Comedy
0,In the Army Now,6.071466,8/12/1994,28881266,91,Released,In the Army Now,4.7,54,#N/A,Comedy
40000000,In the Line of Fire,12.637158,7/8/1993,176997168,128,Released,In the Line of Fire,6.8,392,FALSE,Action
13000000,In the Name of the Father,7.405895,12/12/1993,65796862,133,Released,In the Name of the Father,7.6,363,FALSE,Drama
0,The Inkwell,0.613335,4/22/1994,8880705,110,Released,The Inkwell,3.9,5,#N/A,Comedy
0,What's Love Got to Do with It,14.820883,6/9/1993,0,118,Released,What's Love Got to Do with It,6.9,75,FALSE,Drama
30000000,Jimmy Hollywood,4.563989,3/30/1994,0,112,Released,Jimmy Hollywood,4.6,17,#N/A,Comedy
0,Judgment Night,5.538671,10/15/1993,12136938,110,Released,Judgment Night,6.4,79,#N/A,Action
63000000,Jurassic Park,8.863776,6/11/1993,920100000,127,Released,Jurassic Park,7.6,4956,TRUE,Adventure
9000000,Kalifornia,8.4337,9/1/1993,2395231,117,Released,Kalifornia,6.5,209,#N/A,Thriller
1500000,Killing Zoe,4.948569,10/1/1993,418961,96,Released,Killing Zoe,6.1,111,#N/A,Action
